Razão Social,Fantasia,C.N.P.J.,I.E.,Endereço,Complemento,Número,Bairro,Cidade,CEP,UF
CORREIOS - TERRA DO SOL PRESTACAO DE SERVICOS LTDA - EPP,CORREIOS ARARAQUARA,72.917.107/0001-00,181.181.553.115,AVENIDA PADRE FRANCISCO SALES COLTURATO,,289,CENTRO,ARARAQUARA,14801-250,SP
Correios - Sedex,Correios - Sedex,38.515.631/0001-16,ISENTO ,RUA DR MARURI ,,320,CENTRO,CONCORDIA,89700-000,SC
CORREIOS - AUTO POSTO ESTRELA,CORREIOS - AUTO POSTO ESTRELA,38.991.675/0001-12,626237661116,AVENIDA DAS NAÇÕES,,2551,CAPUAVA,SANTO ANDRÉ,09270-970,SP
CORREIOS - AGF FLORIANO PEIXOTO - 236546,CORREIOS - AGF FLORIANO PEIXOTO - 236546,82.325.234/0001-73,ISENTO,.,,.,.,CURITIBA,00000-000,PR
CORREIOS,CORREIOS,97.511.471/0001-04,0290562813,RUA MOREIRA CESAR,,0,PIO X,CAXIAS DO SUL,95034-000,RS
CORREIO ITABERABA,CORREIO ITABERABA,54.470.497/0001-30,ISENTO,RUA SITIANTES,,225,ITABERABA,SAO PAULO,02737-000,SP
CORREIO (SEDEX),CORREIO (SEDEX),72.105.869/0001-01,1240172750,RUA SAO JOAO,,948,CENTRO,SAO LEOPOLDO,93010-250,RS
COPLAST BERTTI E DEL ACQUA,COPLAST BERTTI E DEL ACQUA,09.362.149/0001-95,181348494113,RUA ITALIA,,2411,SÃO GERALDO,ARARAQUARA,14801-350,SP
COOSSUTRAN  COOPERATIVA UNIDOS DE  TRANS,COOSSUTRAN  COOPERATIVA UNIDOS DE  TRANS,25.046.981/0001-39,083177876,RODOVIA BR-262 ,LOJA COMERCIAL N 1 SALA 02,9 A  11,CAXIAS DO SUL ,VIANA,29136-350,ES
COOPERUNIAO COOPERATIVA DE TRABALHO,COOPERUNIAO COOPERATIVA DE TRABALHO,04.974.441/0001-45,582620971110,RUA SYLVIO DE MAGALHAES PADILHA,,720,DISTRITO EMPRESARIAL PREFEITO LUIZ ,RIBEIRAO PRETO,14072-102,SP
CONTINENTAL TRANSPORTES ,CONTINENTAL TRANSPORTES,28.141.158/0007-96,336.154.818-110,RUA PEDRO DE TOLEDO,,800,JARDIM SAO GERALDO,GUARULHOS,07140-000,SP
CONTINENTAL ***** USAR (5101),TRANSPORTADORA CONTINENTAL,28.141.158/0010-91,081780702,AVENIDA JOSE ARMANI,GALPAO 3A,552,LINHARES V,LINHARES,29905-190,ES
CONTER-BAG INDUSTRIA E COMERCIO DE TECIDOS DE POLIPROPILENO EIRELI - ME,CONTER-BAG INDUSTRIA E COMERCIO DE TECIDOS DE POLIPROPILENO ,06.038.966/0001-02,201081441118,AV: PERIMENTAL PREFEITO DOMINGOS ANTONIO FORTUNATO,,51,POLO INDUSTRIAL,BARIRI,17250-000,SP
CONFIANCA MACAE TRANSPORTADORA LTDA - ME,CONFIANCA MACAE TRANSPORTES LTDA,06.018.722/0002-30,117.014.223.117,PCA TOQUIO,,168,JARDIM JAPAO,SAO PAULO,02132-150,SP
CONEXAO BRASIL COM.SERVICO E TRANS LTDA,CONEXAO BRASIL COM.SERVICO E TRANS LTDA,03.493.973/0001-06,336516515110,AVENIDA PATOS,,68,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07222-010,SP
CONEXAO BAHIA TRANSP. CARGAS LTDA,CONEXAO TRANSPORTES,03.119.616/0002-55,115467522110,RUA CABO ELISEU PINHAL,,237,PARQUE NOVO MUNDO,SAO PAULO,02187-000,SP
CONECTA TRANSPORTES ITAUNA LTDA,CONECTA TRANSPORTES ITAUNA LTDA,13.175.897/0002-17,796.094.319.110,R: DR VIDAL REIS,,185,PQ NOVO MUNDO,SAO PAULO,02181-000,SP
CONDEX EXPRESS LTDA,CONDEX EXPRESS LTDA,01.166.686/0001-58,116.956.049-113,RUA SOLDADO ANTONIO APARECIDO,,250,PARQUE NOVO MUNDO,SAO PAULO,02187-020,SP
COMIL COVER SAND INDUSTRIA E COMERCIO LTDA ,COMIL COVER SAND INDUSTRIA E COMERCIO LTDA ,00.653.149/0001-70,379.047.368-114,RUA DO BRONZE,,30,PARQUE SAO PEDRO,ITAQUAQUECETUBA,08586-180,SP
COMIL COVER SAND IND E COM LTDA,COMIL COVER SAND IND E COM LTDA,00.653.149/0002-50,165169214113,AVENIDA JOSE FORTUNATO SANTON,,434,LOTEAMENTO INDUSTRIAL PREFEITO ABDU,AMERICANA,13474-750,SP
COMERCIO DE METAIS EM GERAL LTDA (ROMA),COMERCIO DE METAIS EM GERAL LTDA (ROMA),61.405.627/0001-17,104.040.355.110,AVENIDA SAPOPEMBA,,3474,VILA REGENTE FEIJO,SAO PAULO,03345-000,SP
COMERCIAL VALMAG LTDA. ,COMERCIAL VALMAG LTDA. ,02.512.576/0001-63,181.131.087.110,AVENIDA PRESIDENTE VARGAS,,2386,JARDIM CALIFORNIA,ARARAQUARA,14801-000,SP
COMERCIAL TROLLY TRANSPORTES DE CARGAS LTDA - ME,COMERCIAL TROLLY ,09.123.575/0001-76,521.140.108.113,R. MARIA ALICE WALDEMARIM MASCHIETTO,,421,JD. SANTO ANTONIO,PENAPOLIS,16300-000,SP
COMERCIAL MIX 10 EIRELI,COMERCIAL MIX 10 EIRELI,10.605.494/0001-91,148470550111,AV. INAJAR DE SOUZA,,1950,LIMÃO,SÃO PAULO,02716-000,SP
COMBUSTIVEL RISEL LTDA,COMBUSTIVEL RISEL LTDA,46.677.860/0001-65,513007722117,"ESTRADA MUNICIPAL PLN 145 ,7000",,.,CHACARA FORTALEZA,PAULINIA,13140-000,SP
COMAM STM TRANSPORTES RODOVIARIOS LTDA,COMAM - SPM TRANSPORTES ROD. LTDA,04.271.846/0001-17,116215030113,RUA SANTANA DE IPANEMA,,135,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07220-010,SP
COLINAS TRANSPORTADORA LTDA,TRANSCOLINAS,12.209.448/0002-80,336.569.441.119,RUA VOLTA GRANDE,,231,CUMBICA,GUARULHOS,07223-075,SP
COLATINENSE TRANSPORTES LTDA,COLATINENSE TRANSPORTES LTDA,33.530.734/0034-08,336.803.843-110,V MONTEIRO LOBATO ,,4550,CUMBICA,GUARULHOS,07180-000,SP
COLA - ATB IND. E COM. ADESIVOS (TEKBOND) *BAIXADA*,COLA - ATB IND. E COM. ADESIVOS (TEKBOND),08.425.051/0001-77,298077115113,RUA MARCELINO PINTO TEIXEIRA,,.,PARQUE INDUSTRIAL RAMOS DE FREITAS,EMBU DAS ARTES,06816-000,SP
COBERMIL MONTAGENS INDUSTRIAIS LTDA EPP,COBERMIL MONTAGENS INDUSTRIAIS LTDA EPP,03.139.602/0001-12,166.013.894.119,ESTRADA MUNICIPAL AMB. 70,,241,I DISTRITO INDUSTRIAL,AMERICO BRASILIENSE,14820-000,SP
COBERMIL COMERCIO DE TELHAS E MATERIAIS DE CONSTRUÇÃO LTDA EPP,COBERMIL COMERCIO DE TELHAS E MATERIAIS DE CONSTRUÇÃO LTDA E,05.050.606/0001-55,166.070.620.116,ESTRADA MUNICIPAL AMB 70 ,CAIXA POSTAL 46,375,I DISTRITO INDUSTRIAL ,AMERICO BRASILIENSE,14820-000,SP
CLIENTE RETIRA,CLIENTE RETIRA,00.000.000/0000-00,ISENTO,.,,.,.,ARARAQUARA,14800-000,SP
CLIENTE RETIRA,CLIENTE RETIRA,17.248.321/0001-02,ISENTO,AVENIDA EMILIO COSSETI,,2168,VILA MOREIRA,MIRASSOL,15132-006,SP
Cliente retira,Cliente retira,26.622.983/0001-91,116382238113,RUA LAVINEO DE ARRUDA FALCAO,,1272,JARDIM CRUZEIRO DO SUL I E II,ARARAQUARA,14808-390,SP
CLAUDIO TRANSPORTES LTDA,CLAUDIO TRANSPORTES LTDA,14.288.580/0004-11,127.928.609.110,AV GUINLE,,595,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07221-070,SP
CLAUDIA JOSSELY SOUZA DA CAMARA - EPP,CLAUDIO TRANSPORTES,14.288.580/0002-50,336.950.605.114,AVENIDA PROJECTA,AO LADO DO 434,76,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07222-130,SP
CLARO TRANSPORTES E LOGISTICA LTDA(SPRINTER-SP),CLARO TRANSPORTES E LOGISTICA LTDA,03.812.091/0001-58,206.172.250.110,ALAMEDA RIO PRETO,GALPAO752 E 754,752,TAMBORE,BARUERI,06460-050,SP
CJM TRANSPORTE E LOGISTICA EIRELI - ME  (CAJUMAR TRANSPORTES) ,CAJUMAR TRANSPORTE ,02.105.636/0002-04,796.028.733.113,RUA SISA,TRAVESSA SANTOS DUMONT,224,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07221-030,SP
CIATECH COMERCIO E SERVICOS LTDA,CIATECH COMERCIO E SERVICOS LTDA,10.647.564/0001-74,582.802.341.118,RUA RANGEL PESTANA,,1964,VILA VIRGINIA,RIBEIRAO PRETO,14030-210,SP
CIA XPRESS TRANSP LOG-CRISTIANO RICCI 1,CIA XPRESS TRANSP LOG-CRISTIANO RICCI 1,12.879.041/0001-89,336535714115,RUA TARAUACA,,30,JARDIM CUMBICA,GUARULHOS,07240-180,SP
CIA BRASIL TRANSPORTE E LOGISTICA LTDA,CIA BRASIL TRANSPORTE E LOGISTICA LTDA,19.209.905/0002-85,127.765.728.114,R DOS JESUITAS,,592,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07231-060,SP
CHTRANS ****** USAR (5794),CHTRANS TRANSPORTES RODOVIARIOS LTDA,73.202.640/0008-24,336916578110,RUA EDUARDO FRONER,,824,BOM SUCESSO,GUARULHOS,07215-040,SP
CHAPECO LOGISTICA E CARGAS LTDA,CHAPECO LOGISTICA E CARGAS LTDA,04.580.790/0001-82,336674644114,AV. FRANCISCO XAVIER CORREA,,10,JARDIM PRESIDENTE DUTRA,GUARULHOS,07174-000,SP
CF NOVA ALIANÇA TRANSP. ROD. DE CARGAS LTDA,CF NOVA ALIANÇA TRANSP. ROD. DE CARGAS LTDA,11.413.095/0001-91,278186052110,RUA DA TRANQUILIDADE,,9,PORTAL DA PRIMAVERA,COTIA,06716-633,SP
CETEC EQUIPAMENTOS PARA PINTURA LTDA EPP ,CETEC EQUIPAMENTOS PARA PINTURA LTDA EPP,72.679.665/0001-84,113.906.360.112,AV JACOBUS BALDI,LT.26 QD.5-B,547,JARDIM IRACEMA,SAO PAULO,05847-000,SP
CESAR DINIZ CARGAS LTDA,CESAR DINIZ CARGAS LTDA,01.010.442/0001-81,336.421.036.112,AVENIDA ATALAIA DO NORTE,SALA  1,300,JARDIM CUMBICA,GUARULHOS,07240-120,SP
CERTA TRANSPORTES LOGISTICA E ARMAZENAGEM LTDA,CERTA TRANSPORTES LOGISTICA E ARMAZENAGEM LTDA,26.312.856/0003-58,796.672.590.116,AVENIDA MONTEIRO LOBATO,,4550,CIDADE JARDIM CUMBICA,GUARULHOS,07180-000,SP
CELIA LOPES BEZERRA TRANSPORTES - ME ,RECIFE CARGAS,16.981.568/0001-70,ISENTO,AV NOVA CUMBICA,,1112,JARDIM NOVA CUMBICA,GUARULHOS,07231-000,SP
CE TRANSPORTE E LOGISTICA LTDA,CE TRANSPORTE E LOGISTICA LTDA,48.556.353/0002-80,132577058110,RUA MERCES,,206,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07223-050,SP
CDJ EXPRESS E LOGISTICA EIRELI,CDJ EXPRESS E LOGISTICA,18.209.489/0001-71,492.862.425.111,RUA GUARARAPES,,350,SÃO RAFAEL ,GUARULHOS,06233-110,SP
CDC CARGAS E TRANSPORTES LTDA - ME,TRANSPORTADORA CDC ,07.573.195/0001-08,336.803.106.115,AVENIDA PAPA JOAO PAULO I,GALPAO 8 ,687,VILA AEROPORTO,GUARULHOS,07170-350,SP
CBS TRANSPORTES LTDA,CBS TRANSPORTES,35.575.371/0001-86,137.260.061.118,RUA UTINGA,ARMZ  02,330,JARDIM OLIVEIRA,GUARULHOS,07241-410,SP
CAVALHEIRO LOGISTICS LTDA,CAVALHEIRO LOGISTICS LTDA,07.689.042/0004-73,796489448112,RUA JOAO RANIERI,ANTIGO BINHO TRANSPORTES,693,JARDIM FATIMA,GUARULHOS,07177-120,SP
CATTANI CARGAS LTDA,CATTANI,04.544.189/0005-68,336.759.204-110,RODOVIA FERNAO DIAS,"KM 88,5 NUMERO 203, 205 MODULO 06",201,VILA SAO RAFAEL,GUARULHOS,07053-171,SP
CATALANA DE TRANSPORTE LTDA EPP,CATALANA DE NITEROI,03.390.033/0002-64,336648174114,AV. JUSTINO DE MAIO,,1348,BARRETO,GUARULHOS,07222-000,SP
CASTOR EXPRESS LTDA***DESATIVAR**,CASTOR EXPRESS LTDA,02.854.953/0001-42,118426311112,RUA SOLDADO RAFAEL PEREIRA,,03,PARQUE NOVO MUNDO,SAO PAULO,02186-060,SP
CASTOR EXPRESS LTDA,CASTOR EXPRESSO,02.854.953/0003-04,146706078116,RUA: SOLDADO RAFAEL PEREIRA,FUNDOS  ,03,NOVO MUNDO,SÃO PAULO,02186-060,SP
CASTLOG TRANSPORTE DE CARGAS LTDA,CASTLOG TRANSPORTE DE CARGAS LTDA,32.668.930/0002-95,120.094.400.114,RUA CECILIA ROIZEN,,943,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07222-020,SP
CARRO CLIENTE,CARRO CLIENTE,16.614.484/0001-07,ISENTO,RUA LAVINEO DE ARRUDA FALCAO,,1272,JARDIM CRUZEIRO DO SUL I E II,ARARAQUARA,14808-390,SP
CARRION LOGISTICA E TRANSPORTES LTDA,CARRION LOGISTICA E TRANSPORTES LTDA,10.742.363/0002-37,130105326110,RUA DONA SANTA VELOSO,,160,VILA GUILHERME,SAO PAULO,02050-000,SP
CARRIERS LOGISTICA E TRANSPORTE LTDA,CARRIERS,10.520.136/0001-86,148421753113,AVENIDA TAMBORE,,301,CENTRO EMPRESARIAL TAMBORE,BARUERI,06460-913,SP
CARNEIRO ALMEIDA TRANSPORTES DISTRIBUICAO E LOGISTICA EIRELI,CARNEIRO ALMEIDA TRANSPORTES DISTRIBUICAO E LOGISTICA EIRELI,13.008.025/0003-45,796.228.193.114,RUA PANAMBI,,1191,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07224-130,SP
CAMPINENSE TRANSPORTES,CAMPINENSE TRANSPORTES,08.706.145/0008-90,117098756112,RUA URBANO SANTOS,,599,SITIO DOS BRITOS,GUARULHOS,07182-320,SP
CAMPINENSE TRANSPORTE DE CARGAS E LOCACOES LTDA,CAMPINENSE TRANSPORTE DE CARGAS E LOCACOES LTDA,08.706.145/0010-05,ISENTO,RUA URBANO SANTOS,GALPAOA,599,SITIO DOS BRITOS,GUARULHOS,07182-320,SP
CAMILA DOS ANJOS CARVALHO EPP ( CAMCAM TRANSPORTES),CAMCAM TRANSPORTES,09.122.220/0002-43,336022318110,RUA ALEXANIA ,,210,CUMBICA,GUARULHOS,07232-010,SP
CALIFORNIA PRESTADORA DE SERVICOS LTDA,CALIFORNIA PRESTADORA DE SERVICOS LTDA,02.224.074/0001-37,145637027110,AVENIDA CONSELHEIRO CARRAO,LOJA 02,840,CHACARA CALIFORNIA,SAO PAULO,03402-000,SP
CAJU LOGÍSTICA E TRANSPORTE LTDA,CAJU LOGÍSTICA E TRANSPORTE LTDA,07.763.573/0003-88,0010107870177,AVENIDA CARDEAL EUGENIO PACELLI,LOJA 04,1000,CIDADE INDUSTRIAL,CONTAGEM,32210-002,MG
CAIAPO CARGAS LTDA,CAIAPO CARGAS LTDA,05.543.757/0002-26,116602450110,RUA JOAQUIM GERALDO ,QUADRA 5 BOX. 2 E 3 - TERMINAL DE CARGAS FERNÃO DIAS,49/63,TERMINAL DE CARGAS,SAO PAULO,02162-030,SP
CAIAPO CARGAS LTDA,CAIAPO CARGAS LTDA,05.543.757/0004-98,7022321340160,RUA RIO SOLIMOES,,720,NOVO RIACHO,CONTAGEM,32280-320,MG
CADORE TRANSPORTES ,CADORE TRANSPORTES  (PRÓX. TERMINAL DE CARGAS),90.394.107/0003-16,110210834115,RUA SAMUEL LUCAS,QD 7  BX 5 TERMINAL DE CARGAS FERNAO DIAS ,159,JARDIM JULIETA,SAO PAULO,02162-050,SP
CADORE ***5187,CADORE TRANSPORTES E COMERCIO LTDA,90.394.107/0001-54,1350000083,AV ARTHUR OSCAR ,,1358,CENTRO,SERAFINA CORREA,99250-000,RS
"CABO VERDE TRANSPORTES LTDA ""DRP""",DRP CABO VERDE TRANSPORTES,05.821.019/0003-84,116799900113,RUA SUME,,227,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07224-030,SP
CABEN TRANSPORTES E LOGISTICA EIRELI,CABEN TRANSPORTES E LOGISTICA EIRELI,18.587.293/0001-10,796.125.933.113,RUA ITAINOPOLIS,,140,CIDADE ARACILIA,GUARULHOS,07250-170,SP
C5 TRANSPORTES E SERVICOS DE LOGISTICA LTDA - ME,C 5 LOGISTICA,08.285.466/0001-92,336911362111,AV. JOÃO BASSI,,97,JD PRESIDENTE DUTRA,GUARULHOS,07172-440,SP
"C4 TRANSPORTE, LOGISTICA E ARMAZENAMENTO DE CARGAS LTDA","C4 TRANSPORTE, LOGISTICA E ARMAZENAMENTO DE CARGAS LTDA",42.986.169/0002-93, 127.467.160.119,AVENIDA PATOS,LOTE 10 A 13 QUADRAC-3,969,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07222-010,SP
C.D.A. MONTAGENS INDUSTRIAIS LTDA,C.D.A. MONTAGENS INDUSTRIAIS LTDA,14.237.285/0001-93,181.403.500.110,RUA NELSON PULITANO (ALTOS DO CAMPO),,52,RESIDENCIAL CAMPOS DE PIEMONTE ,ARARAQUARA,14810-593,SP
C. H. J. TRANSPORTES DE CARGAS EIRELI - ME,C. H. J. TRANSPORTES DE CARGAS EIRELI - ME,08.530.368/0002-54,796.034.877.113,R SANTANOPOLIS,TERREO,3,JARDIM PRESIDENTE DUTRA,GUARULHOS,07172-410,SP
C. C. R. MOTO PECAS LTDA,C.R. MOTO PECAS,51.274.901/0001-02,181.593.328.111,RUA LAVINEO DE ARRUDA FALCAO,,1272,JARDIM CRUZEIRO DO SUL I E II,ARARAQUARA,14808-390,SP
C VIEIRA DA COSTA LTDA (ADELAIDE TRANSPORTES ),ADELAIDE TRANSPORTES LTDA,22.823.827/0004-80,336.405.500.115,AV NOVA CUMBICA,,772,CUMBICA,GUARULHOS,07232-150,SP
C T M - COMERCIO E TRANSPORTES MATIELO LTDA,C T M - COMERCIO E TRANSPORTES MATIELO LTDA,54.237.698/0012-45,796.459.576.112,AVENIDA SERRA BRANCA,ANTIGO 344,372,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07224-050,SP
C F B MORAIS - REPRESENTACAO  -TRANSROTA,TRANSROTA,00.738.833/0002-35,336.445.724.119,RUA ICO,,231,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07232-078,SP
C & C TRANSPORTES LTDA,C & C TRANSPORTES LTDA,05.843.316/0003-20,149.244.048.115,RUA AMAZONAS DA SILVA,,55,VILA GUILHERME,SAO PAULO,02051-000,SP
BV TRANSP. COMERCIAL LTDA,BV TRANSP. COMERCIAL LTDA ,02.029.345/0002-84,336710047111,R. ENGENHEIRO ALBERT LEIMER,,181,JARDIM SAO GERALDO,GUARULHOS,07140-020,SP
BUSSOLA LOGISTICA LTDA,BUSSOLA LOGISTICA LTDA,08.185.296/0001-74,336.590.478.112,AVENIDA LAURO DE GUSMAO SILVEIRA,,941,PARQUE INDUSTRIAL DO JARDIM SAO GER,GUARULHOS,07140-010,SP
BUNZL EQUIPAMENTOS EPI  LTDA-PROCAP SAO CARLOS ,BUNZL EQUIPABUNZL EQUIPAMENTOS EPI  LTDA-PROCAP SAO CARLOS ,43.854.777/0016-02,637.228.056.117,RUA PRIMEIRO DE MAIO,,238,NUCLEO RESIDENCIAL SILVIO VILARI,SAO CARLOS,13570-632,SP
BUIATTE TRANSPORTE E LOGISTICA,BUIATTE TRANSPORTE E LOGISTICA,41.420.423/0011-10,0020483300110,AVENIDA  TOMAZ GONZAGA,,58,INCONFIDENTES,CONTAGEM ,32260-150,MG
BRUSVILLE TRANSPORTES,BRUSVILLE TRANSPORTES,79.818.746/0002-48,336721475113,RUA SANTANA DE IPANEMA,,1175,CUMBICA,GUARULHOS,07220-010,SP
BRIZOLARI MATERIAIS PARA CONSTRUÇÃO LTDA - ME,BRIZOLARI MATERIAIS PARA CONSTRUÇÃO LTDA - ME,05.170.200/0001-06,181301994117,AVENIDA MANUEL DE ABREU,,469,VILA SEDENHO,ARARAQUARA,14806-500,SP
BRASPRESS TRANSPORTES URGENTES LTDA - FILIAL JARAGUA DO SUL,BRASPRESS TRANSPORTES URGENTES LTDA - FILIAL JARAGUA DO SUL,48.740.351/0120-90,256280240,RUA IZIDIO CARLOS PEIXER,,SN,ILHA DA FIGUEIRA,GUARAMIRIM,89270-000,SC
BRASPRESS TRANSPORTES URGENTES LTDA,BRASPRESS TRANSPORTES URGENTES LTDA,48.740.351/0056-39,209332620113,RODOVIA MARECHAL RONDON,,SN,NUCLEO RESIDENCIAL EDISON BASTOS GA,BAURU,17022-531,SP
BRASPRESS TRANSPORTES URGENTES LTDA,BRASPRESS TRANSPORTES URGENTES LTDA,48.740.351/0074-10,669556909111,AVENIDA LIBERDADE,,4001,IPORANGA,SOROCABA,18087-170,SP
BRASPRESS TRANSPORTES URGENTES LTDA,BRASPRESS TRANSPORTES URGENTES LTDA,48.740.351/0014-80,254995926,RUA DOUTOR PEDRO ZIMMERMANN,,1938,SALTO NORTE,BLUMENAU,89065-000,SC
BRASPRESS TRANSPORTES URGENTES LTDA,BRASPRESS - ATENDE TODO O BRASIL - MODAL AEREO,48.740.351/0021-09,ISENTO,AV MONTEIRO LOBATO,BLOCO B,4794,CIDADE JARDIM CUMBICA,GUARULHOS,07180-000,SP
BRASPRESS TRANSPORTES URGENTES LTDA,BRASPRESS,48.740.351/0088-16,181.327.238.119,AVENIDA ALBERTO BENASSI,,4320,JARDIM BANDEIRANTES,ARARAQUARA,14804-300,SP
BRASPRESS TRANSPORTES URGENTES LTDA,BRASPRESS TRANSPORTES URGENTES LTDA,48.740.351/0139-09,796463866113,RODOVIA PRESIDENTE DUTRA,,1574,CUMBICA,GUARULHOS,07180-903,SP
BRASPRESS TRANSPORTES URGENTES LTDA,BRASPRESS TRANSPORTES URGENTES LTDA,48.740.351/0127-67,256759847,RUA VICTOR GONCALVES,,250,SALSEIROS,ITAJAI,88311-550,SC
BRASPRESS TRANSPORTES URGENTES LTDA,BRASPRESS TRANSPORTES URGENTES LTDA,48.740.351/0001-65,796.621.736.119,"ROD PRESIDENTE DUTRA KM 222,500",KM 217.8 PREDIO A,S/N,CUMBICA,GUARULHOS,07180-903,SP
BRASPRESS TRANSPORTES URGENTES LTDA,BRASPRESS TRANSPORTE - ATENDE TODO O BRASIL - MODAL RODOVIAR,48.740.351/0124-14,116.945.108.113,RUA SAMUEL LUCAS,BOXE 13 E 14 QUADRA 7 DENTRO DO TERMINAL DE CARGAS,233,JARDIM JULIETA,SAO PAULO,02162-050,SP
BRASILIA MÁQUINAS E FERRAMENTAS LTDA,BRASILIA MÁQUINAS E FERRAMENTAS LTDA,61.354.841/0001-91,103.961.759.112,RUA BRESSER,,548/568,BRAS,SAO PAULO,03017-000,SP
BRASIL WEB TRANSPORTES E LOGISTICA S/A,BRASIL WEB TRANSPORTES E LOGISTICA S/A,40.261.035/0005-22,ISENTO,RUA UM,KM    281                 GALPAO06 A 10,S/N,LIMAO,CARIACICA,29.157-10,ES
BRASIL SUL ENCOMENDAS RAPIDAS LTDA,BRASIL SUL ,09.629.689/0001-92,148165748117,AVENIDA NICOLAS BOER,,610,PARQUE INDUSTRIAL TOMAS EDSON,SAO PAULO,01140-060,SP
BRASIL LOGISTICA TRANSPORTE INTEGRADO LTDA,BRASIL LOGISTICA TRANSPORTE INTEGRADO LTDA,21.642.529/0001-89,796292306118,AVENIDA JOAO BASSI,,97,JARDIM PRESIDENTE DUTRA,GUARULHOS,07172-440,SP
BRASIL CARGO TRANSPORTES LTDA,BRASIL CARGO TRANSPORTE LTDA,03.944.455/0002-34,336718679116,RUA IBIACA,,64,CUMBICA,GUARULHOS,07231-090,SP
BRASIL CARGO TRANSPORTES LTDA,BRASIL CARGO TRANSPORTES LTDA,03.944.455/0001-53,ISENTO,RUA IBIACA,LOTE 07-16 QUADRA22,64,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07231-090,SP
BRASIL CARGAS LTDA ME (MG-24HS) ,BRASIL CARGAS (MG-24HS) ,09.653.140/0002-14,148250675113,RUA CABO ANTONIO ALVES,,85,PARQUE NOVO MUNDO,SAO PAULO,02185-010,SP
BRASIL CARGAS CANTERO TRANSPORTES RODOVIARIO DE CARGAS LTDA - EPP,BRASIL CARGAS - CANTEIRO TRANSPORTES ROD,04.353.981/0001-01,116105137119,RUA AMADEU ,,601,VL GUILHERME,SAO PAULO,29016-007,SP
BRAEX ENCOMENDAS CARGAS E TURISMO LTDA (MASTER),BRAEX ENCOMENDAS CARGAS E TURISMO LTDA,37.654.115/0014-24,797.982.370.117,RODOVIA FERNAO DIAS,"KM 89,7 ROD.FERNÃO DIAS",178,VILA ITAPEGICA ,GUARULHOS,07053-171,SP
BR EXPRESSO TRANSPORTES & LOGISTICA EIRELI - EPP,BR EXPRESSO,06.213.530/0002-85,336739259116,RUA ALEXANIA,,101,CIDADE INDUSTRIAL SATELITE DE SAO P,GUARULHOS,07232-010,SP
BR CARGO LOGISTICA LTDA,BR CARGO LOGISTICA LTDA,03.419.010/0001-54,117.201.690.110,R ENGENHEIRO ANDRADE JUNIOR,,227,TATUAPE,SAO PAULO,03061-040,SP
BR BRASIL LOG,BR BRASIL LOG,16.821.901/0002-65,796079597117,RUA SANTA OLIVIA,,245,JARDIM ANDARAI,SAO PAULO,02167-090,SP
BOOMERANG MOTO PECAS LTDA ME - FILIAL *BAIXADA*,BOOMERANG MOTO PECAS LTDA ME - FILIAL,10.350.477/0002-31,336885859118,RUA BRIGADEIRO LIMA E SILVA,,505, VILA GALVAO,GUARULHOS,07054-010,SP
BOOMERANG MOTO PECAS LTDA ,BOOMERANG MOTO PECAS LTDA - ME,10.350.477/0001-50,181.355.116.116,RUA PROFESSORA ERGILIA MICELLI,,449,JARDIM REGINA,ARARAQUARA,14808-110,SP
BONAPAPER IND COM. EMBALAGENS,BONAPAPER IND COM. EMBALAGENS,35.816.940/0001-38,ISENTO,AVENIDA JOSE EDUARDO DO AMARAL CARVALHO,,570,JARDIM ORLANDO CHESINI OMETTO,JAU,17212-601,SP
BOM JESUS (USAR 5074),BOM JESUS,70.033.451/0002-91,336808065115,RUA ALEXANIA,,493,CUMBICA,GUARULHOS,07232-010,SP
BM FUNDIÇÃO E USINAGEM DE METAIS LTDA,BM FUNDIÇÃO E USINAGEM DE METAIS LTDA,10.532.175/0001-01,546.122.975.115,RUA JOAO GODOY,,260,VILA ARQUIMEDES,POA,08560-590,SP
BL TRANSPORTES LTDA,BL TRANSPORTES,23.428.071/0003-57,114919420115,RUA AMBROSIA DO MEXICO,,406,PIRITUBA,SAO PAULO,02945-040,SP
BJMF SERVIÇOS LTDA - EPP,BJMF SERVIÇOS LTDA - EPP,65.644.585/0001-28,ISENTO,AV RIO DAS PEDRAS,,555,.,SÃO PAULO,00000-000,SP
